Molecula,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Pos_7,Pos_8,Pos_9,Pos_10,Pos_11,Pos_12,Pos_13,Pos_14,Pos_15,Pos_16,nm_R1,R1,Rmax,nm_Rmax,Rmin,nm_Rmin,e1,m1,g1,gmax1,gmax,gmaxmax,gmin,gminmin
6Heliceno_5-NO2_11-COOH_14-CN_15-NO2.log,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.66,0.78,0.0,451.03,34.5833,298.9663,333.74,-78.4646,282.07,1.89,1.01,0.00389,0.021487094,0.00571,0.017890637,-0.0201,0.02424078
6Heliceno_3-COOH_4-CN_9-CHO_15-CHO.log,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.42,0.0,414.35,78.6581,243.2868,369.33,-222.8799,292.67,2.84,1.34,0.00389,0.018852241,0.0242,0.037074095,-0.00702,0.007481942
6Heliceno_5-NO2_11-COOH_14-CN_15-NO2.log,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.66,0.78,0.0,451.03,34.5833,298.9663,333.74,-78.4646,282.07,1.89,1.01,0.00389,0.021487094,0.00571,0.017890637,-0.0201,0.02424078
6Heliceno_3-COOH_4-CN_9-CHO_15-CHO.log,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.42,0.0,414.35,78.6581,243.2868,369.33,-222.8799,292.67,2.84,1.34,0.00389,0.018852241,0.0242,0.037074095,-0.00702,0.007481942
6Heliceno_3-COOH_10-Cl_11-CHO_14-OH.log,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.42,0.0,0.0,-0.37,0.0,0.0,404.66,11.1127,427.3734,346.35,-288.7722,280.58,1.07,0.664,0.00389,0.024839608,0.031,0.044188726,-0.00386,0.010396514
6Heliceno_9-NO2_11-CHO_16-NO2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.42,0.0,0.0,0.0,0.0,0.78,473.41,16.8803,148.9823,335.88,-95.213,291.8,1.32,0.899,0.00388,0.027248282,0.00584,0.024141061,-0.00463,0.006453913
6Heliceno_4-SH_15-NH2_16-OH.log,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,-0.37,445.32,49.1511,227.9145,336.66,-227.6013,310.89,2.25,1.02,0.00388,0.018068588,0.0201,0.032226228,-0.00411,0.004898674
6Heliceno_15-OH_3-SMe_9-SMe.log,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,397.49,24.889,338.6046,347.96,-298.9833,271.96,1.6,0.651,0.00388,0.016255868,0.0166,0.03138187,-0.00418,0.00640915
6Heliceno_4-OH_2-NH2_16-SMe_14-OH.log,0.0,-0.66,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.001,424.5,25.3912,543.4155,352.65,-444.8093,274.61,1.62,0.796,0.00388,0.019681403,0.018,0.033538337,-0.00641,0.006438692
6Heliceno_3-OMe_5-F_6-CC_10-F_12-OMe_13-CN.log,0.0,0.0,-0.27,0.0,0.06,0.23,0.0,0.0,0.0,0.06,0.0,-0.27,0.66,0.0,0.0,0.0,403.74,19.3078,287.1983,369.56,-320.4568,275.12,1.41,0.78,0.00388,0.022060488,0.00602,0.023328727,-0.00599,0.008649364
6Heliceno_13-yodo_8-bromo_9-fluor_12-fluor_15-bromo_5-cloro.log,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.232,0.06,0.0,0.0,0.06,0.18,0.0,0.232,0.0,401.08,21.9271,517.5849,361.91,-290.523,272.26,1.5,0.54,0.00388,0.014362969,0.00868,0.025853441,-0.00666,0.011085305
6Heliceno_5-Br_9-CHO_12-NH2_15-NO2_16-CH3.log,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.42,0.0,0.0,-0.66,0.0,0.0,0.78,-0.17,475.79,73.6575,260.335,330.63,-126.2803,317.51,2.75,1.29,0.00388,0.018748392,0.0175,0.027698569,-0.00372,0.004192741
6Heliceno_3-OMe_11-CC.log,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,388.12,11.9836,475.4906,354.1,-510.4102,266.37,1.11,0.583,0.00388,0.021000151,0.012,0.028920236,-0.00801,0.00865572
6Heliceno_2-NO2_3-CHO_6-CHO_12-COOH_13-CHO.log,0.0,0.78,0.42,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.45,0.42,0.0,0.0,0.0,445.68,41.4708,230.1945,389.64,-161.2383,338.15,2.07,0.797,0.00387,0.015386124,0.00762,0.028566412,-0.00557,0.018560974
6Heliceno_2-NO2_3-CHO_6-CHO_12-COOH_13-CHO.log,0.0,0.78,0.42,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.45,0.42,0.0,0.0,0.0,445.68,41.4708,230.1945,389.64,-161.2383,338.15,2.07,0.797,0.00387,0.015386124,0.00762,0.028566412,-0.00557,0.018560974
6Heliceno_6-OH_7-SH_15-NH2.log,0.0,0.0,0.0,0.0,0.0,-0.37,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,430.73,67.74,250.1648,358.93,-215.1538,269.77,2.65,1.03,0.00386,0.015544035,0.00906,0.028001769,-0.00332,0.003850829
6Heliceno_5-yodo_15-bromo_12-cloro.log,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.232,0.0,386.45,12.7703,576.4113,354.33,-442.1557,257.48,1.15,0.742,0.00386,0.025816689,0.00549,0.02560628,-0.00881,0.008946067
6Heliceno_9-cloro_2-bromo_14-yodo_10-fluor.log,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.06,0.0,0.0,0.0,0.18,0.0,0.0,388.45,17.7847,780.874,349.49,-253.4545,265.81,1.36,0.69,0.00386,0.02033216,0.0106,0.031275335,-0.00614,0.006488486
6Heliceno_7-NO2_10-NO2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,441.29,48.8189,120.7464,388.33,-141.1761,324.82,2.25,0.692,0.00385,0.012302199,0.0015,0.014024232,-0.00718,0.007181714
6Heliceno_3-SH_12-SH.log,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,387.77,9.6374,524.1463,350.94,-486.834,267.85,1.0,0.513,0.00385,0.020531819,0.00872,0.026648486,-0.00422,0.004478918
6Heliceno_4-OMe_9-OMe.log,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.15,3.0214,436.8229,348.73,-260.0072,258.77,0.56,0.223,0.00385,0.01588825,0.00336,0.021826439,-0.00784,0.009763009
6Heliceno_8-OMe_13-OMe.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,383.15,3.0214,436.8229,348.73,-260.0072,258.77,0.56,0.223,0.00385,0.01588825,0.00336,0.021826439,-0.00784,0.009763009
6Heliceno_9-NH2_11-OH_13-NH2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,-0.37,0.0,-0.66,0.0,0.0,0.0,414.93,43.4923,189.1532,309.73,-306.1773,248.22,2.13,0.738,0.00385,0.013875068,0.0143,0.024781772,-0.00664,0.010958454
6Heliceno_6-CHO_10-COOH_11-CN_2-CHO.log,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,0.0,429.94,51.8416,192.3601,362.56,-155.6805,324.34,2.32,0.999,0.00385,0.017200865,0.0262,0.040283834,-0.00392,0.006649305
6Heliceno_8-fluor_9-fluor_12-cloro_13-fluor.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.227,0.06,0.0,0.0,0.0,392.57,48.2199,508.8792,346.91,-408.4676,255.58,2.24,0.823,0.00385,0.014701027,0.00627,0.023943299,-0.00871,0.010807357
6Heliceno_1-COOH_4-CHO_5-CN_8-CN_13-NO2.log,0.45,0.0,0.0,0.42,0.66,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,416.09,40.6202,262.9999,370.74,-114.8514,279.31,2.05,1.05,0.00385,0.020410017,0.00765,0.025349231,-0.032,0.036535753
6Heliceno_1-COOH_4-CHO_5-CN_8-CN_13-NO2.log,0.45,0.0,0.0,0.42,0.66,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,416.09,40.6202,262.9999,370.74,-114.8514,279.31,2.05,1.05,0.00385,0.020410017,0.00765,0.025349231,-0.032,0.036535753
6Heliceno_2-CC_3-OMe_6-OMe_7-CC_12-F_13-F.log,0.0,0.23,-0.27,0.0,0.0,-0.27,0.23,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,409.44,22.6087,557.4393,371.61,-326.6071,286.31,1.53,0.599,0.00385,0.015620727,0.0118,0.028901538,-0.00352,0.003795983
6Heliceno_3-CP_5-CC_10-CH3_12-CC_13-CH3_15-CH3.log,0.0,0.0,0.16,0.0,0.23,0.0,0.0,0.0,0.0,-0.17,0.0,0.23,-0.17,0.0,-0.17,0.0,413.14,54.8645,172.4551,378.13,-245.4507,308.44,2.39,1.22,0.00385,0.020385355,0.00868,0.023396354,-0.00458,0.005154911
6Heliceno_9-CC_14-OH_16-Br.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,-0.37,0.0,0.232,399.51,8.8994,562.7086,360.98,-443.8882,276.44,0.962,0.415,0.00385,0.017281877,0.00941,0.029748284,-0.00513,0.005796612
6Heliceno_3-SH_14-SH.log,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,384.52,1.5209,775.5132,355.88,-632.5306,273.2,0.398,0.144,0.00384,0.014455404,-0.0159,0.016025868,-0.00353,0.003527196
6Heliceno_3-SH_13-SH.log,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,384.41,1.1295,529.1212,349.67,-403.1408,276.82,0.343,0.163,0.00384,0.019038196,0.0037,0.027224085,-0.00556,0.008339037
6Heliceno_1-F_6-F_13-CN.log,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,387.08,28.0583,412.1412,347.77,-241.4515,262.8,1.71,0.909,0.00384,0.021282005,0.00711,0.025260387,-0.00544,0.008539847
6Heliceno_4-COOH_6-CHO_8-COOH.log,0.0,0.0,0.0,0.45,0.0,0.42,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.59,6.1562,237.0376,383.43,-207.3396,268.55,0.801,0.251,0.00384,0.012518204,0.00773,0.021332265,-0.0076,0.012502242
6Heliceno_7-CP_10-CC_13-CH3.log,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.23,0.0,0.0,-0.17,0.0,0.0,0.0,413.46,8.7315,287.1749,369.32,-40.1817,278.56,0.954,0.387,0.00384,0.016237147,0.00215,0.012571807,-0.00207,0.01513559
6Heliceno_6-OH_8-SMe_13-NH2_14-OMe.log,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.001,0.0,0.0,0.0,0.0,-0.66,-0.27,0.0,0.0,415.2,19.0505,219.3157,339.78,-194.345,253.43,1.41,0.528,0.00384,0.014985993,0.0148,0.031364862,-0.00316,0.005087363
6Heliceno_10-fluor_2-cloro_3-cloro_12-bromo_15-cloro_1-cloro.log,0.227,0.227,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.232,0.0,0.0,0.227,0.0,403.41,42.5554,559.2441,359.38,-369.6012,273.7,2.1,1.3,0.00384,0.02468215,0.0105,0.031886933,-0.00859,0.010611358
6Heliceno_4-cloro_2-fluor_12-cloro_6-bromo_10-bromo_13-bromo.log,0.0,0.06,0.0,0.227,0.0,0.232,0.0,0.0,0.0,0.232,0.0,0.227,0.232,0.0,0.0,0.0,398.22,3.1092,309.6727,367.39,-302.2434,268.26,0.569,0.131,0.00384,0.009240304,0.00483,0.022451241,-0.0105,0.012023851
6Heliceno_2-OMe_3-OMe_11-CC_13-CN_14-OMe_16-OMe.log,0.0,-0.27,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.66,-0.27,0.0,-0.27,421.45,40.3012,247.6049,317.7,-233.7776,308.64,2.05,1.29,0.00384,0.02525475,0.0127,0.026703305,-0.00496,0.009680112
6Heliceno_16-CN_10-NO2_4-NO2_9-CN_15-CHO_12-CN.log,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.66,0.78,0.0,0.66,0.0,0.0,0.42,0.66,450.23,8.0013,230.751,420.99,-116.0235,335.22,0.913,0.396,0.00384,0.017339059,0.00545,0.022080893,-0.00291,0.00617559
6Heliceno_6-OMe_15-OMe.log,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,390.46,47.1138,306.6293,344.97,-472.441,251.15,2.22,1.15,0.00383,0.020776073,0.0148,0.033340178,-0.00516,0.006573346
6Heliceno_5-SMe_14-SMe.log,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,391.41,26.049,406.6677,353.96,-319.8614,277.45,1.65,1.04,0.00383,0.025296086,0.00745,0.027871302,-0.00739,0.009012638
6Heliceno_1-F_2-OMe.log,0.06,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.38,31.642,509.2453,345.78,-345.2396,246.59,1.82,0.963,0.00383,0.021177962,0.00768,0.026388922,-0.0036,0.005219981
6Heliceno_1-COOH_10-COOH.log,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,397.45,13.3097,525.0935,360.57,-173.278,274.07,1.18,0.47,0.00383,0.015940697,0.0108,0.029259389,-0.00379,0.010479917
6Heliceno_7-COOH_16-COOH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,397.45,13.3097,525.0933,360.57,-173.2779,274.07,1.18,0.47,0.00383,0.015940697,0.0108,0.029259389,-0.00379,0.010479917
6Heliceno_1-CN_7-CHO_11-CHO.log,0.66,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,424.11,39.4007,147.6484,363.57,-261.6095,272.48,2.03,0.725,0.00383,0.014304122,0.00424,0.021029325,-0.0145,0.015477557
6Heliceno_2-SH_10-SH_11-OMe_14-SMe.log,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.27,0.0,0.0,0.001,0.0,0.0,419.46,46.0292,196.6961,363.43,-246.8879,265.71,2.19,0.878,0.00383,0.016019304,0.00947,0.02962176,-0.00648,0.01368172
6Heliceno_4-OH_2-NH2_16-SMe_14-SH.log,0.0,-0.66,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.001,428.48,29.3346,568.6776,356.6,-513.5697,277.37,1.75,0.932,0.00383,0.021275309,0.0134,0.031811138,-0.00637,0.006823567
6Heliceno_4-CN_5-OMe_8-F_9-CC_12-F_14-CC.log,0.0,0.0,0.0,0.66,-0.27,0.0,0.0,0.06,0.23,0.0,0.0,0.06,0.0,0.23,0.0,0.0,413.18,83.7175,286.6966,363.88,-228.9294,259.9,2.96,1.41,0.00383,0.019131814,0.00425,0.019580599,-0.00366,0.004690115
6Heliceno_3-CC_7-OMe_12-CC_13-CC_14-OMe_15-CC.log,0.0,0.0,0.23,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.23,0.23,-0.27,0.23,0.0,422.9,179.4385,248.0745,366.29,-328.2792,272.04,4.33,2.0,0.00383,0.01848848,0.00702,0.023553904,-0.00298,0.004895678
6Heliceno_2-Br_3-F_4-OH_10-CH3_13-SH_15-OMe.log,0.0,0.232,0.06,-0.37,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.15,0.0,-0.27,0.0,396.08,45.924,413.1171,365.29,-212.1716,271.34,2.19,1.09,0.00383,0.019916286,0.011,0.029345451,-0.00644,0.013119138
6Heliceno_3-SMe_12-SMe.log,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,391.39,25.9557,407.1002,353.96,-320.5376,277.45,1.65,1.04,0.00382,0.025291494,0.00746,0.027880261,-0.0074,0.009012304
6Heliceno_4-NH2_2-SMe_9-SMe.log,0.0,0.001,0.0,-0.66,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.21,42.568,286.5866,336.11,-196.4723,258.98,2.11,0.959,0.00382,0.018186019,0.0145,0.029373032,-0.00595,0.009831441
6Heliceno_2-NH2_8-SH_16-SMe.log,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,425.18,44.0328,328.6418,360.19,-234.7219,283.32,2.15,1.03,0.00382,0.019189863,0.0138,0.027465876,-0.00777,0.013571421
6Heliceno_2-CN_7-CHO_16-COOH.log,0.0,0.66,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,410.57,37.1527,572.4764,365.75,-587.9088,281.43,1.97,0.794,0.00382,0.016100575,0.0146,0.03250175,-0.00679,0.008416916
6Heliceno_5-yodo_9-bromo_8-cloro_10-bromo.log,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.227,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,409.62,9.8641,400.7369,365.84,-66.8084,310.81,1.02,0.327,0.00382,0.012850351,0.00282,0.015083442,-0.00305,0.004593521
6Heliceno_2-CN_3-CN_8-COOH_11-CHO_16-CHO.log,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.42,410.02,11.3368,414.0092,378.06,-243.4012,289.33,1.09,0.389,0.00382,0.01428142,0.0172,0.028993768,-0.00471,0.006878111
6Heliceno_4-CHO_10-CHO_7-CHO_9-COOH_11-COOH_16-CHO.log,0.0,0.0,0.0,0.42,0.0,0.0,0.42,0.0,0.45,0.42,0.45,0.0,0.0,0.0,0.0,0.42,435.69,59.7828,153.6432,378.14,-121.3905,330.86,2.5,0.923,0.00382,0.014752891,0.0126,0.025648234,-0.0123,0.020186577
6Heliceno_4-CN_12-CN.log,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,393.05,4.042,325.8142,354.81,-433.8143,265.77,0.651,0.34,0.00381,0.020857746,0.00432,0.022142535,-0.00892,0.009065432
6Heliceno_5-CN_13-CN.log,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,393.05,4.0421,325.8142,354.81,-433.8143,265.77,0.651,0.34,0.00381,0.020857746,0.00432,0.022142535,-0.00892,0.009065432
6Heliceno_7-OH_9-NH2_2-NH2_8-SMe.log,0.0,-0.66,0.0,0.0,0.0,0.0,-0.37,0.001,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.98,5.9943,287.2672,385.9,-569.5894,278.22,0.793,0.17,0.00381,0.008567923,0.00358,0.016650434,-0.00592,0.007411787
6Heliceno_1-CN_3-NO2_12-CN_11-COOH.log,0.66,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.66,0.0,0.0,0.0,0.0,444.41,34.5468,246.8522,356.33,-193.5453,276.72,1.9,0.861,0.00381,0.018089028,0.00941,0.026166547,-0.00249,0.00587273
6Heliceno_7-COOH_8-F_11-CHO_12-F.log,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.06,0.0,0.0,0.42,0.06,0.0,0.0,0.0,0.0,410.7,41.9017,193.7531,327.78,-503.3761,252.59,2.1,0.81,0.00381,0.015447933,0.0084,0.020951324,-0.0089,0.0091121
6Heliceno_15-CN_13-NO2_3-CN_2-NO2_9-CN_16-COOH.log,0.0,0.78,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.78,0.0,0.66,0.45,440.39,45.0926,267.7412,369.91,-301.2497,334.57,2.18,1.07,0.0038,0.019631727,0.0445,0.050541826,-0.0062,0.0064826
6Heliceno_3-COOH_6-CHO_14-CN_16-CHO_7-NO2_11-CN.log,0.0,0.0,0.45,0.0,0.0,0.42,0.78,0.0,0.0,0.0,0.66,0.0,0.0,0.66,0.0,0.42,437.24,37.3148,240.1606,391.94,-308.2526,306.56,1.98,0.824,0.0038,0.016632169,0.0108,0.033519093,-0.00557,0.00570109
6Heliceno_2-OMe_3-CC_6-CN_12-CN_13-CC_15-CC.log,0.0,-0.27,0.23,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.23,0.0,0.23,0.0,412.68,9.6238,351.5489,368.38,-360.8508,274.4,1.01,0.464,0.0038,0.018454252,0.0165,0.03307766,-0.00989,0.011479489
6Heliceno_6-cloro_12-cloro_8-yodo_5-bromo_15-cloro_11-cloro.log,0.0,0.0,0.0,0.0,0.232,0.227,0.0,0.18,0.0,0.0,0.227,0.227,0.0,0.0,0.227,0.0,396.47,0.8043,526.029,363.03,-127.0451,268.1,0.291,0.0703,0.0038,0.009663215,0.00702,0.021641343,-0.004,0.004589276
6Heliceno_2-CC_4-OMe_6-OMe_10-CN_11-CN_14-F.log,0.0,0.23,0.0,-0.27,0.0,-0.27,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.06,0.0,0.0,442.52,66.949,248.8998,343.09,-287.6176,262.9,2.66,1.31,0.0038,0.019770155,0.0197,0.036588347,-0.00646,0.006839609
6Heliceno_15-CHO_9-CHO_13-CN.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.66,0.0,0.42,0.0,420.18,36.8886,193.0499,387.48,-199.0255,295.41,1.97,0.898,0.00379,0.018190385,0.0079,0.026681172,-0.00224,0.007701746
6Heliceno_1-NH2_6-NO2_12-CC_16-Cl.log,-0.66,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.227,475.9,44.1157,59.248,375.9,-111.5901,306.59,2.16,0.745,0.00379,0.013803231,0.00168,0.020745268,-0.00305,0.004476866
6Heliceno_8_bromo_16-bromo_15_yodo.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,398.17,5.5896,623.7961,364.64,-127.7523,315.5,0.769,0.559,0.00378,0.029074109,0.021,0.030957925,-0.00527,0.012594967
6Heliceno_2-bromo_10-fluor.log,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,382.17,22.8644,742.2276,342.31,-339.076,254.8,1.56,0.769,0.00378,0.019763269,0.0167,0.030751585,-0.00841,0.009390216
6Heliceno_2-F_14-F.log,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,378.26,6.8293,658.1191,339.73,-403.8828,254.73,0.85,0.486,0.00378,0.022899837,0.00837,0.027179061,-0.00845,0.008570405
6Heliceno_2-OMe_5-OMe_13-CN.log,0.0,-0.27,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,418.19,41.4569,300.5628,362.31,-153.0772,264.33,2.09,1.11,0.00378,0.021101723,0.00963,0.026533634,-0.00497,0.0074314
6Heliceno_2-CHO_6-CHO_15-COOH.log,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,438.81,28.1672,249.5047,319.21,-261.8245,266.32,1.73,0.796,0.00378,0.018439462,0.0103,0.032263516,-0.0094,0.010549456
6Heliceno_13-fluor_14-yodo_9-bromo.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.06,0.18,0.0,0.0,384.4,0.9579,690.5424,349.21,-589.8455,262.34,0.319,0.0336,0.00378,0.004212241,0.0104,0.026894048,-0.00612,0.006623918
6Heliceno_4-cloro_5-bromo_6-cloro_8-fluor_9-cloro_15-bromo.log,0.0,0.0,0.0,0.227,0.232,0.227,0.0,0.06,0.227,0.0,0.0,0.0,0.0,0.0,0.232,0.0,410.91,46.099,412.8375,365.52,-276.2285,267.46,2.21,1.04,0.00378,0.018832966,0.00909,0.02764699,-0.00602,0.010253656
6Heliceno_3-yodo_12-fluor_10-yodo_2-cloro_1-cloro_15-yodo.log,0.227,0.227,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.06,0.0,0.0,0.18,0.0,404.6,28.2822,636.1093,366.99,-126.725,278.0,1.73,1.13,0.00378,0.026190433,0.0164,0.030917154,-0.00767,0.007854856
6Heliceno_2-OH_3-OMe_4-SMe.log,0.0,-0.37,-0.27,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.67,29.5768,550.9685,349.78,-249.1587,267.57,1.77,0.922,0.00377,0.020834078,0.0108,0.027363821,-0.0082,0.010497553
6Heliceno_6-OH_14-SH_15-NH2_16-OMe.log,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,-0.66,-0.27,418.2,62.268,261.1019,355.8,-410.0058,262.15,2.57,1.18,0.00377,0.018345789,0.0113,0.02588988,-0.00531,0.006499888
6Heliceno_1-CH3_3-CC_5-CC_10-CH3_14-CH3_16-CP.log,-0.17,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,-0.17,0.0,0.16,412.06,21.1674,456.7558,373.68,-301.0251,323.32,1.5,0.802,0.00377,0.021403576,0.00955,0.025533631,-0.00963,0.013715273
6Heliceno_7-OMe_12-OMe_15-CN.log,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.66,0.0,414.03,45.0465,286.4679,359.84,-212.3981,251.69,2.19,1.0,0.00376,0.018283766,0.0113,0.02857555,-0.00813,0.010849122
6Heliceno_2-COOH_4-SH_9-F_15-CN.log,0.0,0.45,0.0,0.15,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.66,0.0,394.35,39.8844,424.8745,368.1,-279.7088,265.88,2.06,0.913,0.00376,0.017739242,0.0172,0.032001322,-0.00977,0.010289321
