Molecula,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Pos_7,Pos_8,Pos_9,Pos_10,Pos_11,Pos_12,Pos_13,Pos_14,Pos_15,Pos_16,nm_R1,R1,Rmax,nm_Rmax,Rmin,nm_Rmin,e1,m1,g1,gmax1,gmax,gmaxmax,gmin,gminmin
6Heliceno_3-SMe_4-NH2_11-OH_12-OH_13-OH_16-NH2.log,0.0,0.0,0.001,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,-0.37,-0.37,0.0,0.0,-0.66,448.85,-60.6521,285.5822,374.55,-121.5808,276.07,2.29,0.413,-0.00463,0.007223671,0.016,0.034785265,-0.00454,0.007014051
6Heliceno_9-CN_10-COOH_16-CHO.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.45,0.0,0.0,0.0,0.0,0.0,0.42,425.63,-32.2985,308.5683,366.66,-177.2369,283.33,1.67,0.521,-0.00463,0.012487851,0.0102,0.030549364,-0.00366,0.004019657
6Heliceno_3-CC_5-CH3_6-CH3.log,0.0,0.0,0.23,0.0,-0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.22,-12.2263,679.5513,348.03,-503.1374,270.51,1.03,0.15,-0.00464,0.005829925,0.0103,0.026161916,-0.00393,0.004113842
6Heliceno_1-CN_4-NO2_6-CHO_11-CN.log,0.66,0.0,0.0,0.78,0.0,0.42,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,463.77,-14.5781,153.022,342.58,-154.8992,292.66,1.12,0.181,-0.00464,0.006451027,0.014,0.026876184,-0.00656,0.012534169
6Heliceno_1-CN_4-NO2_6-CHO_11-CN.log,0.66,0.0,0.0,0.78,0.0,0.42,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,463.77,-14.5781,153.022,342.58,-154.8992,292.66,1.12,0.181,-0.00464,0.006451027,0.014,0.026876184,-0.00656,0.012534169
6Heliceno_3-OMe_7-SMe_11-NH2_15-OMe_16-NH2.log,0.0,0.0,-0.27,0.0,0.0,0.0,0.001,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,-0.27,-0.66,482.91,-54.9163,173.5304,349.54,-200.296,331.3,2.18,0.448,-0.00464,0.008230222,0.0258,0.030915711,-0.00527,0.005716916
6Heliceno_2-F_5-Br_8-OMe_12-CC_16-CN.log,0.0,0.06,0.0,0.0,0.232,0.0,0.0,-0.27,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.66,412.5,-11.8845,277.6627,377.06,-235.68,276.77,1.01,0.379,-0.00464,0.014985362,0.00331,0.020273134,-0.0113,0.011641525
6Heliceno_1-SH_9-SH.log,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.09,-7.4249,384.3482,354.23,-179.9627,256.98,0.8,0.167,-0.00465,0.008368245,0.00505,0.023167379,-0.00562,0.009526618
6Heliceno_9-bromo_5-fluor.log,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.52,-2.7159,641.2333,345.1,-424.949,257.05,0.483,0.11,-0.00465,0.009083146,0.00561,0.022613058,-0.00803,0.008354869
6Heliceno_8-NH2_15-NH2_14-SMe.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.001,-0.66,0.0,411.11,-11.3368,369.3188,374.06,-567.4135,270.47,0.987,0.217,-0.00465,0.008802546,0.00742,0.022149652,-0.00546,0.00715979
6Heliceno_1-NO2_2-NO2_6-NO2.log,0.78,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.64,-2.8208,164.7902,377.58,-95.0247,331.62,0.493,0.488,-0.00465,0.039591186,0.0147,0.027910402,-0.00152,0.017585483
6Heliceno_1-NO2_6-NO2_2-NO2.log,0.78,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.64,-2.8208,164.7902,377.58,-95.0247,331.62,0.493,0.488,-0.00465,0.039591186,0.0147,0.027910402,-0.00152,0.017585483
6Heliceno_13-OMe_16-SH_8-NH2_7-NH2.log,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,-0.66,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.15,437.18,-49.5193,410.5572,362.77,-188.812,287.02,2.06,0.273,-0.00465,0.005283426,0.00949,0.025383392,-0.00609,0.006869495
6Heliceno_1-NH2_3-OMe_5-OH_10-OMe_16-SH.log,-0.66,0.0,-0.27,0.0,-0.37,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.15,444.0,-40.1132,285.3482,392.8,-211.3563,284.21,1.86,0.502,-0.00465,0.010813448,0.00735,0.025801798,-0.00404,0.004865908
6Heliceno_12-NO2_5-CN_4-CHO_16-NO2_11-CN_13-CHO.log,0.0,0.0,0.0,0.42,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.78,0.42,0.0,0.0,0.78,483.7,-29.3209,111.6072,383.68,-76.4834,333.71,1.59,0.269,-0.00465,0.006770578,0.0156,0.026200692,-0.0103,0.011119663
6Heliceno_1-OMe_9-Br_11-F_14-F.log,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.06,0.0,0.0,0.06,0.0,0.0,388.16,-3.3678,605.0887,348.57,-226.3542,257.68,0.538,0.153,-0.00465,0.011343551,0.00828,0.023732965,-0.00535,0.00810753
6Heliceno_4-OH_5-OH_12-SH_14-SMe.log,0.0,0.0,0.0,-0.37,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.001,0.0,0.0,407.87,-20.7928,402.7645,366.38,-435.8921,274.28,1.34,0.225,-0.00466,0.006727737,0.00531,0.022311232,-0.00527,0.005395198
6Heliceno_16-OH_3-SMe_9-SMe_13-OH.log,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,-0.37,0.0,0.0,-0.37,407.24,-58.6191,236.3921,348.77,-229.9488,267.01,2.24,0.407,-0.00466,0.007263037,0.00362,0.023179969,-0.0027,0.003064925
6Heliceno_1-COOH_5-CHO_9-CN_12-COOH_14-CHO_16-CHO.log,0.45,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.66,0.0,0.0,0.45,0.0,0.42,0.0,0.42,432.8,-47.5858,124.0412,378.83,-144.2318,335.91,2.02,0.249,-0.00466,0.004936635,0.0392,0.048241423,-0.00348,0.006809275
6Heliceno_4-Cl_5-CH3_9-Cl_11-Cl_12-CN_14-CN.log,0.0,0.0,0.0,0.227,-0.17,0.0,0.0,0.0,0.227,0.0,0.227,0.66,0.0,0.66,0.0,0.0,431.78,-21.9123,346.9051,380.3,-243.0547,272.8,1.37,0.193,-0.00466,0.005614727,0.00374,0.021271406,-0.00833,0.008413975
6Heliceno_10-SH_16-NH2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,-0.66,417.99,-22.2194,208.3245,376.95,-288.2059,250.6,1.38,0.339,-0.00467,0.009825168,0.0101,0.023764164,-0.00462,0.005023105
6Heliceno_1-yodo_2-cloro_3-cloro_8-cloro_14-cloro_16-fluor.log,0.18,0.227,0.227,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.06,405.49,-3.9692,367.1834,374.28,-122.4207,320.25,0.582,0.426,-0.00467,0.029286306,0.0303,0.045201999,-0.00904,0.010554955
6Heliceno_3-CHO_4-NO2_15-CN.log,0.0,0.0,0.42,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,411.41,-19.3894,380.9662,350.47,-273.0294,281.77,1.29,0.375,-0.00468,0.011642773,0.0229,0.037599289,-0.00572,0.005777533
6Heliceno_1-yodo_2-cloro_3-cloro_8-fluor_14-cloro.log,0.18,0.227,0.227,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,400.5,-1.8138,514.065,373.11,-258.9771,274.56,0.394,0.0739,-0.00469,0.007511932,0.0206,0.040653277,-0.00642,0.006694445
6Heliceno_4-COOH_5-OH_7-COOH_13-CHO.log,0.0,0.0,0.0,0.45,-0.37,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,422.26,-44.0706,351.5551,373.19,-157.1746,292.92,1.94,0.451,-0.00469,0.00930236,0.00793,0.026041437,-0.00313,0.004624429
6Heliceno_5-CC_9-CC.log,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.5,-15.5471,359.1261,353.7,-275.4432,267.83,1.15,0.139,-0.0047,0.004841955,0.003,0.018150087,-0.00324,0.007531899
6Heliceno_8-CH3_9-CH3.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.47,-3.2936,646.4507,343.64,-510.4329,255.81,0.529,0.105,-0.00471,0.007976915,0.00507,0.022929314,-0.00856,0.008643165
6Heliceno_9-OMe_14-F_16-CC.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.06,0.0,0.23,398.99,-33.309,671.5691,356.74,-549.6542,280.1,1.68,0.266,-0.00471,0.006316044,0.0115,0.03103436,-0.00448,0.004674753
6Heliceno_4-CC_7-COOH_9-CH3_15-Br.log,0.0,0.0,0.0,0.23,0.0,0.0,0.45,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.232,0.0,398.24,-18.0663,444.4984,360.13,-312.3729,271.26,1.24,0.151,-0.00471,0.004885139,0.00748,0.02534895,-0.00985,0.017524041
6Heliceno_6-CC_7-OMe_8-OMe_11-F_14-CN_16-F.log,0.0,0.0,0.0,0.0,0.0,0.23,-0.27,-0.27,0.0,0.0,0.06,0.0,0.0,0.66,0.0,0.06,454.73,-41.7447,319.087,377.12,-207.5434,252.62,1.88,0.244,-0.00472,0.005182283,0.00561,0.019554559,-0.00294,0.003210923
6Heliceno_1-SMe_3-NH2_5-NH2_13-OMe_14-OMe_16-OMe.log,0.001,0.0,-0.66,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,-0.27,0.0,-0.27,421.01,-18.4721,203.5831,386.3,-127.1147,269.0,1.25,0.208,-0.00472,0.006651761,0.0507,0.054587322,-0.00146,0.004598972
6Heliceno_4-SMe_12-OMe_16-SH.log,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.15,399.25,-38.1068,355.6802,344.34,-121.2516,275.36,1.8,0.471,-0.00473,0.010494666,0.03,0.041612783,-0.0115,0.012965494
6Heliceno_1-NH2_16-OH_7-OH_14-SMe.log,-0.66,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.37,419.67,-28.3266,178.5106,382.14,-429.1038,271.26,1.55,0.344,-0.00473,0.00889549,0.0137,0.027203178,-0.00423,0.004659693
6Heliceno_7-CC_12-CN_14-CC_15-CC_16-F.log,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.66,0.0,0.23,0.23,0.06,433.39,-21.2355,225.2687,372.69,-154.7252,279.72,1.34,0.375,-0.00473,0.011196849,0.0157,0.028622461,-0.00305,0.003896271
6Heliceno_1-NH2_3-OH_9-OMe_13-OH_15-SMe.log,-0.66,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,-0.37,0.0,0.001,0.0,412.72,-18.6582,505.2758,362.2,-212.7587,263.46,1.26,0.287,-0.00473,0.009140262,0.0166,0.035829003,-0.00503,0.006171873
6Heliceno_2-CHO_5-NO2_7-OH_9-COOH_11-CP_16-OH.log,0.0,0.42,0.0,0.0,0.78,0.0,-0.37,0.0,0.45,0.0,0.16,0.0,0.0,0.0,0.0,-0.37,509.87,-71.0929,288.3191,391.51,-329.5052,342.9,2.45,0.335,-0.00473,0.005471932,0.0284,0.034922484,-0.002,0.004851666
6Heliceno_1-OMe.log,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.41,-5.1762,506.8351,345.3,-245.8704,246.35,0.661,0.131,-0.00474,0.007946135,0.0196,0.037872233,-0.00362,0.00503319
6Heliceno_1-OMe.log,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.41,-5.1762,506.8351,345.3,-245.8704,246.35,0.661,0.131,-0.00474,0.007946135,0.0196,0.037872233,-0.00362,0.00503319
6Heliceno_1-SMe_3-SMe_10-OMe.log,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,401.86,-39.3415,306.5429,363.72,-181.2813,282.06,1.82,0.329,-0.00474,0.007229553,0.00451,0.023472086,-0.00305,0.005345424
6Heliceno_4-CH3_9-CH3_12-CC_15-CC.log,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.23,0.0,0.0,0.23,0.0,399.39,-10.1733,413.056,358.39,-137.1655,254.46,0.927,0.188,-0.00474,0.008118795,0.00809,0.025554514,-0.00265,0.006978517
6Heliceno_1-CHO_7-COOH_8-COOH_9-COOH_15-NO2.log,0.42,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.78,0.0,417.22,-15.4323,258.5685,367.49,-435.6374,305.72,1.14,0.318,-0.00474,0.011152515,0.0155,0.032612852,-0.00855,0.008588019
6Heliceno_1-CHO_7-COOH_8-COOH_9-COOH_15-NO2.log,0.42,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.78,0.0,417.22,-15.4323,258.5685,367.49,-435.6374,305.72,1.14,0.318,-0.00474,0.011152515,0.0155,0.032612852,-0.00855,0.008588019
6Heliceno_1-CHO_8-OH_9-COOH_11-CP_13-CC_15-F.log,0.42,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.45,0.0,0.16,0.0,0.23,0.0,0.06,0.0,446.48,-23.6722,232.7695,425.28,-207.2905,294.28,1.41,0.343,-0.00474,0.009695219,0.043,0.044972391,-0.0133,0.022647253
6Heliceno_3-Cl_8-SH_10-Cl_12-NH2_14-Cl_16-F.log,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.15,0.0,0.227,0.0,-0.66,0.0,0.227,0.0,0.06,423.96,-42.9019,181.7069,370.74,-159.35,258.57,1.9,0.607,-0.00474,0.012759997,0.000211,0.016201777,-0.0033,0.004161806
6Heliceno_4-CN_12-NO2_16-COOH.log,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.45,429.51,-17.0917,202.4099,363.42,-343.9622,274.73,1.2,0.238,-0.00475,0.00793482,0.00622,0.024237875,-0.00572,0.007171207
6Heliceno_6-CP_8-CH3_16-CH3.log,0.0,0.0,0.0,0.0,0.0,0.16,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,396.02,-7.6261,518.5058,360.38,-43.026,285.11,0.801,0.185,-0.00475,0.009253542,0.0123,0.025540349,-0.00282,0.017654749
6Heliceno_1-OMe_5-SH_12-OH_14-OMe.log,-0.27,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,-0.27,0.0,0.0,401.37,-11.537,417.6477,362.06,-311.3614,258.21,0.986,0.151,-0.00475,0.006140886,0.00611,0.022537519,-0.00696,0.007134866
6Heliceno_3-OMe_5-F_10-CC_11-OMe.log,0.0,0.0,-0.27,0.0,0.06,0.0,0.0,0.0,0.0,0.23,-0.27,0.0,0.0,0.0,0.0,0.0,416.8,-19.6457,404.4972,368.76,-438.7733,269.82,1.29,0.361,-0.00475,0.011218047,0.00643,0.02199402,-0.00578,0.006675263
6Heliceno_3-COOH_8-CHO_11-CHO_12-CHO.log,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,438.22,-31.7993,228.9105,357.65,-316.0393,283.81,1.64,0.305,-0.00475,0.007450494,0.0219,0.0344325,-0.00471,0.005223977
6Heliceno_3-COOH_8-CHO_11-CHO_12-CHO.log,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,438.22,-31.7993,228.9105,357.65,-316.0393,283.81,1.64,0.305,-0.00475,0.007450494,0.0219,0.0344325,-0.00471,0.005223977
6Heliceno_1-CP_2-NO2_10-CHO_11-CN_15-CHO.log,0.16,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.66,0.0,0.0,0.0,0.42,0.0,439.83,-102.736,300.2009,429.74,-182.098,321.29,2.94,0.686,-0.00475,0.009325422,0.0208,0.029795827,-0.00904,0.012357418
6Heliceno_13-bromo_11-cloro.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.232,0.0,0.0,0.0,382.52,-1.6968,573.8253,349.35,-415.3012,259.72,0.377,0.0756,-0.00476,0.008010331,0.00952,0.026372439,-0.00864,0.013858091
6Heliceno_2-NO2_5-CHO.log,0.0,0.78,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.91,-8.8584,376.567,346.83,-122.2159,336.14,0.863,0.322,-0.00476,0.014941878,0.0062,0.023184554,-0.00335,0.010247251
6Heliceno_8-cloro_14-yodo_16-bromo.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.232,393.85,-1.474,563.1563,360.79,-335.2985,270.42,0.352,0.132,-0.00476,0.014975821,0.0115,0.031005719,-0.00854,0.009941762
6Heliceno_14-bromo_10-cloro_1-yodo.log,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.0,0.0,0.232,0.0,0.0,394.5,-6.0713,649.8912,358.11,-110.4969,283.79,0.714,0.143,-0.00476,0.008006869,0.0226,0.034654697,-0.00361,0.007047213
6Heliceno_2-CN_7-NO2_8-CHO_11-CN_12-NO2_14-NO2.log,0.0,0.66,0.0,0.0,0.0,0.0,0.78,0.42,0.0,0.0,0.66,0.78,0.0,0.78,0.0,0.0,437.2,-33.8679,375.4069,391.38,-516.9303,297.19,1.69,0.27,-0.00476,0.006392877,0.00778,0.02194503,-0.00531,0.007337577
6Heliceno_1-NH2_10-NH2.log,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,428.32,-69.5177,234.8174,386.37,-90.7244,323.93,2.41,0.316,-0.00477,0.005236845,0.00698,0.025684737,-0.00654,0.007419326
6Heliceno_7-NH2_16-NH2.log,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,428.32,-69.5177,234.8174,386.37,-90.7244,323.93,2.41,0.316,-0.00477,0.005236845,0.00698,0.025684737,-0.00654,0.007419326
6Heliceno_1-NO2_6-NO2_4-CHO.log,0.78,0.0,0.0,0.42,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.48,-5.711,87.7775,390.98,-56.9999,288.9,0.693,0.539,-0.00477,0.031120913,0.0191,0.026088506,-0.00516,0.011319266
6Heliceno_1-NH2_8-SH_11-SH.log,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,425.06,-48.9933,270.7415,345.93,-140.4026,252.82,2.03,0.329,-0.00477,0.006503296,0.00759,0.023740252,-0.00529,0.00567736
6Heliceno_1-COOH_2-NO2_5-NO2_6-COOH_13-CN.log,0.45,0.78,0.0,0.0,0.78,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,457.3,-23.2703,166.7235,363.79,-161.1839,302.8,1.4,0.502,-0.00477,0.014381998,0.000892,0.021565679,-0.00735,0.014844893
6Heliceno_1-COOH_2-NO2_5-NO2_6-COOH_13-CN.log,0.45,0.78,0.0,0.0,0.78,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,457.3,-23.2703,166.7235,363.79,-161.1839,302.8,1.4,0.502,-0.00477,0.014381998,0.000892,0.021565679,-0.00735,0.014844893
6Heliceno_1-F_3-OMe_4-F_6-CC_7-OMe_10-CC.log,0.06,0.0,-0.27,0.06,0.0,0.23,-0.27,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,445.34,-37.9777,231.9624,371.82,-355.9074,257.85,1.79,0.248,-0.00477,0.005566647,0.00356,0.017652054,-0.00704,0.008004585
6Heliceno_3-OMe_12-NH2_14-NH2.log,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,-0.66,0.0,0.0,410.68,-30.1973,530.3561,367.68,-435.067,272.39,1.59,0.261,-0.00478,0.006569721,0.00966,0.028999609,-0.00401,0.007728622
6Heliceno_1-COOH_8-CHO_12-NO2_3-CHO.log,0.45,0.0,0.42,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,445.05,-48.1113,254.8771,360.46,-157.51,285.44,2.01,0.266,-0.00478,0.005301744,0.0159,0.035864236,-0.0181,0.020620808
6Heliceno_1-NH2.log,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.16,-30.2058,259.1468,335.83,-355.169,250.18,1.59,0.323,-0.00479,0.008132949,0.00585,0.026020181,-0.00409,0.004499731
6Heliceno_7-CC_11-CP_16-CP.log,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,408.98,-10.0817,242.3931,371.48,-201.0739,309.19,0.917,0.118,-0.00479,0.005159566,0.0138,0.023277794,-0.00357,0.006098684
6Heliceno_5-yodo_1-cloro_8-cloro_16-yodo.log,0.227,0.0,0.0,0.0,0.18,0.0,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,403.01,-2.4407,423.7266,369.64,-121.7452,285.83,0.452,0.232,-0.00479,0.020543573,0.0151,0.034116105,-0.00336,0.014142915
6Heliceno_4-SH_7-OMe_11-OH_12-OMe_16-SMe.log,0.0,0.0,0.0,0.15,0.0,0.0,-0.27,0.0,0.0,0.0,-0.37,-0.27,0.0,0.0,0.0,0.001,409.5,-60.1711,381.2503,368.18,-321.7007,288.45,2.24,0.401,-0.00479,0.00716468,0.00844,0.026548844,-0.00561,0.006361233
6Heliceno_6-fluor_8-cloro_13-fluor_15-yodo_11-cloro_16-yodo.log,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.227,0.0,0.0,0.227,0.0,0.06,0.0,0.18,0.18,410.31,-4.5141,278.2387,377.28,-89.1269,336.29,0.614,0.12,-0.00479,0.007840991,0.0244,0.031154744,-0.00407,0.014361084
6Heliceno_3-CHO_15-COOH.log,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,397.95,-15.8476,603.2173,348.34,-352.0976,277.87,1.15,0.176,-0.00481,0.006126128,0.0138,0.034737932,-0.00418,0.00611634
6Heliceno_1-CHO_2-NO2_5-NO2_8-COOH_14-NO2.log,0.42,0.78,0.0,0.0,0.78,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,445.55,-14.6093,234.912,373.16,-134.7617,301.22,1.1,0.259,-0.00481,0.009402164,0.0164,0.032324682,-0.0075,0.011940181
6Heliceno_1-CHO_2-NO2_5-NO2_8-COOH_14-NO2.log,0.42,0.78,0.0,0.0,0.78,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,445.55,-14.6093,234.912,373.16,-134.7617,301.22,1.1,0.259,-0.00481,0.009402164,0.0164,0.032324682,-0.0075,0.011940181
6Heliceno_1-OMe_5-CN_7-F_8-CC_9-CN_15-CC.log,-0.27,0.0,0.0,0.0,0.66,0.0,0.06,0.23,0.66,0.0,0.0,0.0,0.0,0.0,0.23,0.0,440.08,-28.6027,353.5875,382.02,-343.2649,268.4,1.54,0.211,-0.00481,0.005480286,0.0139,0.027292773,-0.00395,0.007722708
6Heliceno_5-yodo_11-cloro_4-fluor_15-bromo_3-cloro_9-cloro.log,0.0,0.0,0.227,0.06,0.18,0.0,0.0,0.0,0.227,0.0,0.227,0.0,0.0,0.0,0.232,0.0,395.14,-2.412,494.4448,363.83,-451.8627,264.38,0.448,0.0867,-0.00481,0.007748157,0.00947,0.026530056,-0.0075,0.008254246
6Heliceno_5-F_6-OMe_7-CN_8-F.log,0.0,0.0,0.0,0.0,0.06,-0.27,0.66,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.61,-20.1692,457.8366,361.13,-291.9138,255.46,1.29,0.216,-0.00482,0.006684558,0.00586,0.02094258,-0.00703,0.011910807
6Heliceno_1-COOH_3-CN_7-CN_12-CN_14-CN_16-CN.log,0.45,0.0,0.66,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.0,0.66,425.74,-60.5691,469.7215,392.63,-306.4494,296.69,2.24,0.482,-0.00482,0.008597379,0.00848,0.026613057,-0.00387,0.004854471
6Heliceno_12-CHO_9-CN_16-CN_7-COOH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.66,0.0,0.0,0.42,0.0,0.0,0.0,0.66,449.02,-28.6139,335.7296,384.8,-184.5821,287.53,1.54,0.193,-0.00483,0.005024549,0.00765,0.022821891,-0.00238,0.004530915
6Heliceno_12-NH2_16-OH_8-OMe_11-OH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,-0.37,-0.66,0.0,0.0,0.0,-0.37,442.53,-52.3377,320.0408,360.97,-227.0685,302.53,2.08,0.519,-0.00483,0.009980232,0.00476,0.019935973,-0.0038,0.006389791
6Heliceno_2-CP_6-CN_12-CC_16-OH.log,0.0,0.16,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,-0.37,425.0,-30.8788,358.9433,394.24,-307.0073,312.64,1.6,0.761,-0.00483,0.019056718,0.00635,0.021321524,-0.00273,0.0047809
6Heliceno_2-CP_7-SH_8-Br_9-CC_10-CHO.log,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.232,0.23,0.42,0.0,0.0,0.0,0.0,0.0,0.0,457.66,-91.2,245.5444,393.73,-279.9846,331.93,2.75,0.386,-0.00483,0.005610491,0.0133,0.025119855,-0.00584,0.006259776
6Heliceno_7-CN_12-COOH_16-CN.log,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.66,420.24,-37.9405,436.3192,367.79,-220.0378,267.9,1.77,0.342,-0.00484,0.007730228,0.00925,0.026572822,-0.0055,0.006920226
